id,created_at,original_text,clean_text,polarity
1154650023432355840,Fri Jul 26 07:09:52 +0000 2019,I'm not here to do the FIRST star wars land youtube coverage I'm here to do the BEST,I 'm FIRST star wars land youtube coverage I 'm BEST,0.625
1154649906402844672,Fri Jul 26 07:09:24 +0000 2019,Also the star wars land video will get here when it gets here! It's gonna be like 2 hours long and editing really o… https://t.co/iFwiSmJHJ8,Also star wars land video get gets It 's gon na like 2 hours long editing really o… https //t.co/iFwiSmJHJ8,0.07500000000000001
1154647568128679936,Fri Jul 26 07:00:07 +0000 2019,"I just want to be a citizen of Tomorrowland*

*not the movie or the rave",I want citizen Tomorrowland* *not movie rave,0.0
1154647144604655616,Fri Jul 26 06:58:26 +0000 2019,This is so cute and this art would be a legitimately great christmas postcard https://t.co/uO0QnWbfBy,This cute art would legitimately great christmas postcard https //t.co/uO0QnWbfBy,0.65
1154646013291855872,Fri Jul 26 06:53:56 +0000 2019,I love! Thank you for doodling https://t.co/yg5WXhwB2g,I love Thank doodling https //t.co/yg5WXhwB2g,0.5
1154640323911409664,Fri Jul 26 06:31:20 +0000 2019,@ShadowTodd @clearascrystal Finally an egg that's bigger than before,ShadowTodd clearascrystal Finally egg 's bigger,0.0
1154619722266075136,Fri Jul 26 05:09:28 +0000 2019,@_unenthused Me no want to see it,_unenthused Me want see,0.0
1154309915948675072,Thu Jul 25 08:38:24 +0000 2019,I was doing my final playback like man I really need to chill https://t.co/DbebUXEJgp,I final playback like man I really need chill https //t.co/DbebUXEJgp,0.1
1154292580084899840,Thu Jul 25 07:29:31 +0000 2019,"Me: We need allies. Daenerys is my queen. I don't want it.

Me after I find out I'm the rightful heir to the throne: https://t.co/yLh6QH0yKM",Me We need allies Daenerys queen I n't want Me I find I 'm rightful heir throne https //t.co/yLh6QH0yKM,0.0
1154286270454960128,Thu Jul 25 07:04:27 +0000 2019,This horse literally looks like an oil painting in this lighting https://t.co/1flMwXAFJQ,This horse literally looks like oil painting lighting https //t.co/1flMwXAFJQ,0.0
1154285426670100480,Thu Jul 25 07:01:05 +0000 2019,"Say what you will about the last season of Game of Thrones, this scene was extremely moving https://t.co/YcoOgGBrKs",Say last season Game Thrones scene extremely moving https //t.co/YcoOgGBrKs,-0.17500000000000002
1154283462855020544,Thu Jul 25 06:53:17 +0000 2019,"""I want one of those red velvet capes kings wear with the white-and-black spotted fur collar""
""I want a big drink""… https://t.co/khRwLZSPFz",`` I want one red velvet capes kings wear white-and-black spotted fur collar '' '' I want big drink '' … https //t.co/khRwLZSPFz,0.0
1154199677597732864,Thu Jul 25 01:20:21 +0000 2019,Btw got a video exporting now so that'll go up when I get home later,Btw got video exporting 'll go I get home later,0.0
1154196431655194624,Thu Jul 25 01:07:27 +0000 2019,"Just bought a new gaming pc but my hair is very wet, help me budget this my family is dying",Just bought new gaming pc hair wet help budget family dying,0.018181818181818174
1154193342164373505,Thu Jul 25 00:55:11 +0000 2019,@getchanoodlewet Oof those look so good,getchanoodlewet Oof look good,0.7
1154193244042870784,Thu Jul 25 00:54:47 +0000 2019,"At what point do I accept that I lost my hairdryer and need to buy a new one, I just like... haven't had dry hair since I moved",At point I accept I lost hairdryer need buy new one I like ... n't dry hair since I moved,0.03484848484848485
1154159162630144000,Wed Jul 24 22:39:22 +0000 2019,@shaun_jen Since getting new Twitter I've had two instances where typing too fast caused the text display to lag be… https://t.co/EAnVbrjXzo,shaun_jen Since getting new Twitter I 've two instances typing fast caused text display lag be… https //t.co/EAnVbrjXzo,0.16818181818181818
1154028884964151298,Wed Jul 24 14:01:41 +0000 2019,Also he seemed chipper and untraumatized enough in his Toy Story 3 cameo so it's not like he ultimately received so… https://t.co/aI4M0y0Ll8,Also seemed chipper untraumatized enough Toy Story 3 cameo 's like ultimately received so… https //t.co/aI4M0y0Ll8,0.0
1154028883630407683,Wed Jul 24 14:01:41 +0000 2019,I feel like there were too many takes about how Sid was just a creative kid unfairly painted as a villain when he d… https://t.co/HxoGH7hZbj,I feel like many takes Sid creative kid unfairly painted villain d… https //t.co/HxoGH7hZbj,0.16666666666666666
1153925952188981248,Wed Jul 24 07:12:40 +0000 2019,@PunishedHag Tbh it's poogles but they were retired before my time and impossible to get,PunishedHag Tbh 's poogles retired time impossible get,-0.6666666666666666
1153925681325068288,Wed Jul 24 07:11:35 +0000 2019,"Yes I have devoted a closet to costumes and filming equipment, and yes a lot of it is categorically organized novel… https://t.co/WiUgcAzzPV",Yes I devoted closet costumes filming equipment yes lot categorically organized novel… https //t.co/WiUgcAzzPV,0.0
1153924605431566336,Wed Jul 24 07:07:19 +0000 2019,I knew this shelf in my closet would become topical https://t.co/ylw3OJJLbQ,I knew shelf closet would become topical https //t.co/ylw3OJJLbQ,0.0
1153920328831078400,Wed Jul 24 06:50:19 +0000 2019,A 6th grade dream realized https://t.co/wThiIZX2hy,A 6th grade dream realized https //t.co/wThiIZX2hy,0.0
1153866173793984512,Wed Jul 24 03:15:08 +0000 2019,@anernymerus I was digging the dusty pink and plum initially but I forgot all my other wall hangings are bright col… https://t.co/8P7j15xfqA,anernymerus I digging dusty pink plum initially I forgot wall hangings bright col… https //t.co/8P7j15xfqA,0.05000000000000002
1153864500547710979,Wed Jul 24 03:08:29 +0000 2019,"This week on my DIY channel, command stripping some ugly acoustic foam to my walls and just kind of whacking the to… https://t.co/K8SOfAAThE",This week DIY channel command stripping ugly acoustic foam walls kind whacking to… https //t.co/K8SOfAAThE,-0.04999999999999999
1153861923835789312,Wed Jul 24 02:58:15 +0000 2019,"I did a bad job putting up the things that hold the curtains back but just kind of gave up like ""we're good as long… https://t.co/Ac0FbRezRJ",I bad job putting things hold curtains back kind gave like `` 're good long… https //t.co/Ac0FbRezRJ,0.15000000000000002
1153819394994081794,Wed Jul 24 00:09:15 +0000 2019,I felt no fomo at all about missing comic con but then I heard Neopets had a booth and a Neopets themed party,I felt fomo missing comic con I heard Neopets booth Neopets themed party,0.024999999999999994
1153818233327108098,Wed Jul 24 00:04:38 +0000 2019,"Wait I got an angry reply on my Jurassic World the Ride tweet and was like ""this guy doesn't even follow me why is… https://t.co/Nd4h4i6mxc",Wait I got angry reply Jurassic World Ride tweet like `` guy n't even follow is… https //t.co/Nd4h4i6mxc,-0.5
